No,Arab,Buckwalter,Awalan,Akhiran,Pola,Root,Wazan,Dhomir,Fiil,Pola Wazan,Keterangan
301,تَسْحَرَنَا,tasoHaranaA,تَ,نَا,ta|oaa|naA,sHr,null,null,null,au,passive
302,ٱجْعَل,{joEal,,,|jEl|,{oa,null,null,null,au,tidak passive
303,ٱخْلُفْ,{xolufo,,,|xlf|,{ou,null,null,null,au,tidak passive
304,خَلَفْ,xalafo,,,|aao|,xlf,null,null,null,au,passive
305,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
306,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
307,ٱكْتُبْ,{kotubo,,,|ktb|,{ou,null,null,null,au,tidak passive
308,نَصَرُ,naSaru,,,|aau|,nSr,null,null,null,au,passive
309,ٱضْرِب,{Dorib,,,|Drb|,{oi,null,null,null,au,tidak passive
310,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
311,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
312,ٱسْكُنُوا@,{sokunuwA@,,وا@,|skn|wA@,{ou,null,null,null,au,tidak passive
313,ٱدْخُلُوا@,{doxuluwA@,,وا@,|dxl|wA@,{ou,null,null,null,au,tidak passive
314,يُغْفَرُ,yugofaru,,,|uoa|,ygf,null,null,null,au,passive
315,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
316,شَهِدْ,$ahido,,,|aio|,$hd,null,null,null,au,passive
317,رَفَعْ,rafaEo,,,|aao|,rfE,null,null,null,au,passive
318,ٱقْصُصِ,{qoSuSi,,,|qSS|,{ou,null,null,null,au,tidak passive
319,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
320,يَسْكُنَ,yasokuna,,نَ,|aou|na,ysk,null,null,null,au,passive
321,يُخْلَقُونَ,yuxolaquwna,,ونَ,|uoa|wna,yxl,null,null,null,au,passive
322,ٱذْكُر,{*okur,,,|*kr|,{ou,null,null,null,au,tidak passive
323,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
324,ٱضْرِبُوا@,{DoribuwA@,,وا@,|Drb|wA@,{oi,null,null,null,au,tidak passive
325,ٱضْرِبُوا@,{DoribuwA@,,وا@,|Drb|wA@,{oi,null,null,null,au,tidak passive
326,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
327,تُحْشَرُونَ,tuHo$aruwna,,ونَ,|uoa|wna,tH$,null,null,null,au,passive
328,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
329,ٱذْكُرُ,{*okuru,,,|*kr|,{ou,null,null,null,au,tidak passive
330,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
331,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
332,يُغْلَبُونَ,yugolabuwna,,ونَ,|uoa|wna,ygl,null,null,null,au,passive
333,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
334,يُحْشَرُونَ,yuHo$aruwna,,ونَ,|uoa|wna,yH$,null,null,null,au,passive
335,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
336,يُغْفَرْ,yugofaro,,,|uoa|,ygf,null,null,null,au,passive
337,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
338,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
339,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
340,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
341,غَنِمْ,ganimo,,,|aio|,gnm,null,null,null,au,passive
342,تُرْجَعُ,turojaEu,,,|uoa|,trj,null,null,null,au,passive
343,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
344,تَذْهَبَ,ta*ohaba,تَ,,ta|oaa|,*hb,null,null,null,au,passive
345,ٱصْبِرُ,{Sobiru,,,|Sbr|,{oi,null,null,null,au,tidak passive
346,تَثْقَفَ,tavoqafa,تَ,,ta|oaa|,vqf,null,null,null,au,passive
347,ٱن[بِذْ,{n[bi*o,,,|nb*|,{[i,null,null,null,au,tidak passive
348,سَبَقُ,sabaqu,,,|aau|,sbq,null,null,null,au,passive
349,تُظْلَمُونَ,tuZolamuwna,,ونَ,|uoa|wna,tZl,null,null,null,au,passive
350,ٱجْنَحْ,{jonaHo,,,|jnH|,{oa,null,null,null,au,tidak passive
351,يَعْلَمِ,yaEolami,يَ,,ya|oai|,Elm,null,null,null,au,passive
352,نَصَرُ,naSaru,,,|aau|,nSr,null,null,null,au,passive
353,نَصَرُ,naSaru,,,|aau|,nSr,null,null,null,au,passive
354,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
355,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
356,ٱقْتُلُوا@,{qotuluwA@,,وا@,|qtl|wA@,{ou,null,null,null,au,tidak passive
357,ٱقْعُدُوا@,{qoEuduwA@,,وا@,|qEd|wA@,{ou,null,null,null,au,tidak passive
358,يَنصُرْ,yanSuro,يَ,,ya|null|,null,null,null,null,au,tidak passive
359,تُتْرَكُوا@,tutorakuwA@,,وا@,|uoa|wA@,ttr,null,null,null,au,passive
360,يَعْلَمِ,yaEolami,يَ,,ya|oai|,Elm,null,null,null,au,passive
361,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
362,ٱنفِرُوا@,{nfiruwA@,,وا@,|niu|wA@,{fr,null,null,null,au,tidak passive
363,تَنفِرُوا@,tanfiruwA@,تَ,وا@,ta|null|wA@,null,null,null,null,au,tidak passive
364,تَنصُرُ,tanSuru,تَ,,ta|null|,null,null,null,null,au,tidak passive
365,ٱنفِرُوا@,{nfiruwA@,,وا@,|niu|wA@,{fr,null,null,null,au,tidak passive
366,تَعْلَمَ,taEolama,تَ,,ta|oaa|,Elm,null,null,null,au,passive
367,ٱقْعُدُوا@,{qoEuduwA@,,وا@,|qEd|wA@,{ou,null,null,null,au,tidak passive
368,تَفْتِ,tafoti,,,|aoi|,tft,null,null,null,au,passive
369,تَزْهَقَ,tazohaqa,تَ,,ta|oaa|,zhq,null,null,null,au,passive
370,كَفَرْ,kafaro,,,|aao|,kfr,null,null,null,au,passive
371,نَقَمُ,naqamu,,,|aau|,nqm,null,null,null,au,passive
372,كَرِهُ,karihu,,,|aiu|,krh,null,null,null,au,passive
373,تَنفِرُوا@,tanfiruwA@,تَ,وا@,ta|null|wA@,null,null,null,null,au,tidak passive
374,ٱقْعُدُوا@,{qoEuduwA@,,وا@,|qEd|wA@,{ou,null,null,null,au,tidak passive
375,تَزْهَقَ,tazohaqa,تَ,,ta|oaa|,zhq,null,null,null,au,passive
376,نَصَحُوا@,naSaHuwA@,نَ,وا@,na|null|wA@,null,null,null,null,au,tidak passive
377,تَحْمِلَ,taHomila,تَ,,ta|oia|,Hml,null,null,null,au,passive
378,ٱعْمَلُوا@,{EomaluwA@,,وا@,|Eml|wA@,{oa,null,null,null,au,tidak passive
379,يُقْتَلُونَ,yuqotaluwna,,ونَ,|uoa|wna,yqt,null,null,null,au,passive
380,يَنفِرُوا@,yanfiruwA@,يَ,وا@,ya|null|wA@,null,null,null,null,au,tidak passive
381,رَجَعُ,rajaEu,,,|aau|,rjE,null,null,null,au,passive
382,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
383,يُفْتَنُونَ,yufotanuwna,,ونَ,|uoa|wna,yft,null,null,null,au,passive
384,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
385,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
386,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
387,تُصْرَفُونَ,tuSorafuwna,,ونَ,|uoa|wna,tSr,null,null,null,au,passive
388,فَسَقُ,fasaqu,,,|aau|,fsq,null,null,null,au,passive
389,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
390,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
391,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
392,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
393,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
394,يَفْتِنَ,yafotina,,نَ,|aoi|na,yft,null,null,null,au,passive
395,تَجْعَلْنَا,tajoEalonaA,تَ,نَا,ta|oao|naA,jEl,null,null,null,au,passive
396,ٱجْعَلُوا@,{joEaluwA@,,وا@,|jEl|wA@,{oa,null,null,null,au,tidak passive
397,ٱشْدُدْ,{$odudo,,,|$dd|,{ou,null,null,null,au,tidak passive
398,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
399,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
400,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
401,نَزَعْ,nazaEo,,,|aao|,nzE,null,null,null,au,passive
402,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
403,يُعْرَضُونَ,yuEoraDuwna,,ونَ,|uoa|wna,yEr,null,null,null,au,passive
404,خَسِرُ,xasiru,,,|aiu|,xsr,null,null,null,au,passive
405,أَنصَحَ,>anSaHa,أَ,,>a|null|,null,null,null,null,au,tidak passive
406,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
407,ٱصْنَعِ,{SonaEi,,,|SnE|,{oa,null,null,null,au,tidak passive
408,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
409,ٱحْمِلْ,{Homilo,,,|Hml|,{oi,null,null,null,au,tidak passive
410,ٱرْكَبُوا@,{rokabuwA@,,وا@,|rkb|wA@,{oa,null,null,null,au,tidak passive
411,ٱرْكَب,{rokab,,,|rkb|,{oa,null,null,null,au,tidak passive
412,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
413,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
414,ٱشْهَدُ,{$ohadu,,,|$hd|,{oa,null,null,null,au,tidak passive
415,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
416,عَقَرُ,Eaqaru,,,|aau|,Eqr,null,null,null,au,passive
417,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
418,رَجَمْ,rajamo,,,|aao|,rjm,null,null,null,au,passive
419,ٱعْمَلُوا@,{EomaluwA@,,وا@,|Eml|wA@,{oa,null,null,null,au,tidak passive
420,ظَلَمْ,Zalamo,,,|aao|,Zlm,null,null,null,au,passive
421,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
422,تُنصَرُونَ,tunSaruwna,,ونَ,|uSr|wna,tna,null,null,null,au,passive
423,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
424,ٱعْمَلُوا@,{EomaluwA@,,وا@,|Eml|wA@,{oa,null,null,null,au,tidak passive
425,يُرْجَعُ,yurojaEu,,,|uoa|,yrj,null,null,null,au,passive
426,ٱعْبُدْ,{Eobudo,,,|Ebd|,{ou,null,null,null,au,tidak passive
427,ٱقْتُلُوا@,{qotuluwA@,,وا@,|qtl|wA@,{ou,null,null,null,au,tidak passive
428,تَرَكْنَا,tarakonaA,تَ,نَا,ta|null|naA,null,null,null,null,au,tidak passive
429,يَنفَعَ,yanfaEa,يَ,,ya|null|,null,null,null,null,au,tidak passive
430,نَصْرِفَ,naSorifa,نَ,,na|oia|,Srf,null,null,null,au,passive
431,ٱخْرُجْ,{xorujo,,,|xrj|,{ou,null,null,null,au,tidak passive
432,تُرْزَقَانِ,turozaqaAni,,انِ,|uoa|Ani,trz,null,null,null,au,passive
433,يُصْلَبُ,yuSolabu,,,|uoa|,ySl,null,null,null,au,passive
434,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
435,ٱرْجِعْ,{rojiEo,,,|rjE|,{oi,null,null,null,au,tidak passive
436,ٱجْعَلْ,{joEalo,,,|jEl|,{oa,null,null,null,au,tidak passive
437,ٱجْعَلُوا@,{joEaluwA@,,وا@,|jEl|wA@,{oa,null,null,null,au,tidak passive
438,رَجَعُ,rajaEu,,,|aau|,rjE,null,null,null,au,passive
439,ٱدْخُلُوا@,{doxuluwA@,,وا@,|dxl|wA@,{ou,null,null,null,au,tidak passive
440,عَلِمْ,Ealimo,,,|aio|,Elm,null,null,null,au,passive
441,ٱرْجِعُ,{rojiEu,,,|rjE|,{oi,null,null,null,au,tidak passive
442,شَهِدْ,$ahido,,,|aio|,$hd,null,null,null,au,passive
443,ٱذْهَبُوا@,{*ohabuwA@,,وا@,|*hb|wA@,{oa,null,null,null,au,tidak passive
444,عَلِمْ,Ealimo,,,|aio|,Elm,null,null,null,au,passive
445,فَعَلْ,faEalo,,,|aao|,fEl,null,null,null,au,passive
446,ٱذْهَبُوا@,{*ohabuwA@,,وا@,|*hb|wA@,{oa,null,null,null,au,tidak passive
447,فَصَلَتِ,faSalati,,تِ,|aaa|ti,fSl,null,null,null,au,passive
448,ٱدْخُلُوا@,{doxuluwA@,,وا@,|dxl|wA@,{ou,null,null,null,au,tidak passive
449,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
450,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
451,أَعْبُدَ,>aEobuda,أَ,,>a|oua|,Ebd,null,null,null,au,passive
452,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
453,نَصْبِرَ,naSobira,نَ,,na|oia|,Sbr,null,null,null,au,passive
454,جَزِعْ,jaziEo,,,|aio|,jzE,null,null,null,au,passive
455,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
456,ٱجْعَلْ,{joEalo,,,|jEl|,{oa,null,null,null,au,tidak passive
457,ٱجْعَلْ,{joEalo,,,|jEl|,{oa,null,null,null,au,tidak passive
458,ٱرْزُقْ,{rozuqo,,,|rzq|,{ou,null,null,null,au,tidak passive
459,ٱجْعَلْ,{joEalo,,,|jEl|,{oa,null,null,null,au,tidak passive
460,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
461,تَحْسَبَ,taHosaba,تَ,,ta|oaa|,Hsb,null,null,null,au,passive
462,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
463,تَحْسَبَ,taHosaba,تَ,,ta|oaa|,Hsb,null,null,null,au,passive
464,حَفِظْ,HafiZo,,,|aio|,HfZ,null,null,null,au,passive
465,مَدَدْ,madado,,,|aao|,mdd,null,null,null,au,passive
466,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
467,أَسْجُدَ,>asojuda,أَ,,>a|oua|,sjd,null,null,null,au,passive
468,ٱخْرُجْ,{xorujo,,,|xrj|,{ou,null,null,null,au,tidak passive
469,يُبْعَثُونَ,yuboEavuwna,,ونَ,|uoa|wna,ybE,null,null,null,au,passive
470,ٱدْخُلُ,{doxulu,,,|dxl|,{ou,null,null,null,au,tidak passive
471,ٱعْبُدْ,{Eobudo,,,|Ebd|,{ou,null,null,null,au,tidak passive
472,يُخْلَقُونَ,yuxolaquwna,,ونَ,|uoa|wna,yxl,null,null,null,au,passive
473,يُبْعَثُونَ,yuboEavuwna,,ونَ,|uoa|wna,ybE,null,null,null,au,passive
474,ٱدْخُلُ,{doxulu,,,|dxl|,{ou,null,null,null,au,tidak passive
475,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
476,ٱدْخُلُوا@,{doxuluwA@,,وا@,|dxl|wA@,{ou,null,null,null,au,tidak passive
477,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
478,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
479,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
480,ٱسْلُكِ,{soluki,,,|slk|,{ou,null,null,null,au,tidak passive
481,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
482,صَبَرُ,Sabaru,,,|aau|,Sbr,null,null,null,au,passive
483,صَبَرُ,Sabaru,,,|aau|,Sbr,null,null,null,au,passive
484,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
485,ٱشْكُرُوا@,{$okuruwA@,,وا@,|$kr|wA@,{ou,null,null,null,au,tidak passive
486,ظَلَمْ,Zalamo,,,|aao|,Zlm,null,null,null,au,passive
487,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
488,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
489,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
490,دَخَلُ,daxalu,,,|aau|,dxl,null,null,null,au,passive
491,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
492,نَبْعَثَ,naboEava,نَ,,na|oaa|,bEv,null,null,null,au,passive
493,تَقْعُدَ,taqoEuda,تَ,,ta|oua|,qEd,null,null,null,au,passive
494,تَقْعُدَ,taqoEuda,تَ,,ta|oua|,qEd,null,null,null,au,passive
495,تَخْرِقَ,taxoriqa,تَ,,ta|oia|,xrq,null,null,null,au,passive
496,تَبْلُغَ,taboluga,تَ,,ta|oua|,blg,null,null,null,au,passive
497,زَعَمْ,zaEamo,,,|aao|,zEm,null,null,null,au,passive
498,ٱسْجُدُوا@,{sojuduwA@,,وا@,|sjd|wA@,{ou,null,null,null,au,tidak passive
499,سَجَدُ,sajadu,,,|aau|,sjd,null,null,null,au,passive
500,ٱذْهَبْ,{*ohabo,,,|*hb|,{oa,null,null,null,au,tidak passive
501,حَمَلْ,Hamalo,,,|aao|,Hml,null,null,null,au,passive
502,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
503,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
504,ٱجْعَل,{joEal,,,|jEl|,{oa,null,null,null,au,tidak passive
505,نَذْهَبَ,na*ohaba,نَ,,na|oaa|,*hb,null,null,null,au,passive
506,ٱسْكُنُوا@,{sokunuwA@,,وا@,|skn|wA@,{ou,null,null,null,au,tidak passive
507,فَرَقْ,faraqo,,,|aao|,frq,null,null,null,au,passive
508,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
509,بَعَثْ,baEavo,,,|aao|,bEv,null,null,null,au,passive
510,نَعْلَمَ,naEolama,نَ,,na|oaa|,Elm,null,null,null,au,passive
511,لَبِثُ,labivu,,,|aiu|,lbv,null,null,null,au,passive
512,بَعَثْ,baEavo,,,|aao|,bEv,null,null,null,au,passive
513,ٱبْعَثُ,{boEavu,,,|bEv|,{oa,null,null,null,au,tidak passive
514,ٱذْكُر,{*okur,,,|*kr|,{ou,null,null,null,au,tidak passive
515,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
516,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
517,ٱضْرِبْ,{Doribo,,,|Drb|,{oi,null,null,null,au,tidak passive
518,حَفَفْ,Hafafo,,,|aao|,Hff,null,null,null,au,passive
519,تَظْلِم,taZolim,تَ,,ta|null|,null,null,null,null,au,tidak passive
520,ٱضْرِبْ,{Doribo,,,|Drb|,{oi,null,null,null,au,tidak passive
521,حَشَرْ,Ha$aro,,,|aao|,H$r,null,null,null,au,passive
522,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
523,ٱسْجُدُوا@,{sojuduwA@,,وا@,|sjd|wA@,{ou,null,null,null,au,tidak passive
524,سَجَدُ,sajadu,,,|aau|,sjd,null,null,null,au,passive
525,أَبْلُغَ,>aboluga,أَ,,>a|oua|,blg,null,null,null,au,passive
526,أَذْكُرَ,>a*okura,أَ,,>a|oua|,*kr,null,null,null,au,passive
527,نَجْعَل,najoEal,نَ,,na|null|,null,null,null,null,au,tidak passive
528,تَجْعَلَ,tajoEala,تَ,,ta|oaa|,jEl,null,null,null,au,passive
529,أَجْعَلْ,>ajoEalo,أَ,,>a|oao|,jEl,null,null,null,au,passive
530,ٱنفُخُوا@,{nfuxuwA@,,وا@,|nuu|wA@,{fx,null,null,null,au,tidak passive
531,تَرَكْنَا,tarakonaA,تَ,نَا,ta|null|naA,null,null,null,null,au,tidak passive
532,جَمَعْ,jamaEo,,,|aao|,jmE,null,null,null,au,passive
533,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
534,تَنفَدَ,tanfada,تَ,,ta|null|,null,null,null,null,au,tidak passive
535,ٱجْعَلْ,{joEalo,,,|jEl|,{oa,null,null,null,au,tidak passive
536,نَجْعَل,najoEal,نَ,,na|null|,null,null,null,null,au,tidak passive
537,ٱجْعَل,{joEal,,,|jEl|,{oa,null,null,null,au,tidak passive
538,يُبْعَثُ,yuboEavu,,,|uoa|,ybE,null,null,null,au,passive
539,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
540,نَجْعَلَ,najoEala,نَ,,na|oaa|,jEl,null,null,null,au,passive
541,ٱشْرَبِ,{$orabi,,,|$rb|,{oa,null,null,null,au,tidak passive
542,أُبْعَثُ,>uboEavu,,,|uoa|,>bE,null,null,null,au,passive
543,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
544,يُرْجَعُونَ,yurojaEuwna,,ونَ,|uoa|wna,yrj,null,null,null,au,passive
545,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
546,تَعْبُدِ,taEobudi,تَ,,ta|oui|,Ebd,null,null,null,au,passive
547,أَرْجُمَ,>arojuma,أَ,,>a|oua|,rjm,null,null,null,au,passive
548,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
549,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
550,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
551,رَفَعْ,rafaEo,,,|aao|,rfE,null,null,null,au,passive
552,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
553,ٱعْبُدْ,{Eobudo,,,|Ebd|,{ou,null,null,null,au,tidak passive
554,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
555,نَحْشُرَ,naHo$ura,نَ,,na|oua|,H$r,null,null,null,au,passive
556,نَنزِعَ,nanziEa,نَ,,na|null|,null,null,null,null,au,tidak passive
557,ٱمْكُثُ,{mokuvu,,,|mkv|,{ou,null,null,null,au,tidak passive
558,ٱعْبُدْ,{Eobudo,,,|Ebd|,{ou,null,null,null,au,tidak passive
559,ٱذْهَبْ,{*ohabo,,,|*hb|,{oa,null,null,null,au,tidak passive
560,ٱشْرَحْ,{$oraHo,,,|$rH|,{oa,null,null,null,au,tidak passive
561,ٱحْلُلْ,{Holulo,,,|Hll|,{ou,null,null,null,au,tidak passive
562,ٱجْعَل,{joEal,,,|jEl|,{oa,null,null,null,au,tidak passive
563,ٱشْدُدْ,{$odudo,,,|$dd|,{ou,null,null,null,au,tidak passive
564,نَذْكُرَ,na*okura,نَ,,na|oua|,*kr,null,null,null,au,passive
565,ٱقْذِفِ,{qo*ifi,,,|q*f|,{oi,null,null,null,au,tidak passive
566,ٱقْذِفِ,{qo*ifi,,,|q*f|,{oi,null,null,null,au,tidak passive
567,تُصْنَعَ,tuSonaEa,,,|uoa|,tSn,null,null,null,au,passive
568,رَجَعْ,rajaEo,,,|aao|,rjE,null,null,null,au,passive
569,ٱذْهَبْ,{*ohabo,,,|*hb|,{oa,null,null,null,au,tidak passive
570,ٱذْهَبَ,{*ohaba,,,|*hb|,{oa,null,null,null,au,tidak passive
571,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
572,ٱجْعَلْ,{joEalo,,,|jEl|,{oa,null,null,null,au,tidak passive
573,يُحْشَرَ,yuHo$ara,,,|uoa|,yH$,null,null,null,au,passive
574,صَنَعُ,SanaEu,,,|aau|,SnE,null,null,null,au,passive
575,فَطَرَنَا,faTaranaA,,نَا,|aaa|naA,fTr,null,null,null,au,passive
576,ٱضْرِبْ,{Doribo,,,|Drb|,{oi,null,null,null,au,tidak passive
577,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
578,قَذَفْ,qa*afo,,,|aao|,q*f,null,null,null,au,passive
579,ٱذْهَبْ,{*ohabo,,,|*hb|,{oa,null,null,null,au,tidak passive
580,يُنفَخُ,yunfaxu,,,|ufx|,yna,null,null,null,au,passive
581,تَنفَعُ,tanfaEu,تَ,,ta|null|,null,null,null,null,au,tidak passive
582,عَهِدْ,Eahido,,,|aio|,Ehd,null,null,null,au,passive
583,ٱسْجُدُوا@,{sojuduwA@,,وا@,|sjd|wA@,{ou,null,null,null,au,tidak passive
584,سَجَدُ,sajadu,,,|aau|,sjd,null,null,null,au,passive
585,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
586,نَفْتِنَ,nafotina,,نَ,|null|na,null,null,null,null,au,tidak passive
587,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
588,صَدَقْ,Sadaqo,,,|aao|,Sdq,null,null,null,au,passive
589,ٱرْجِعُ,{rojiEu,,,|rjE|,{oi,null,null,null,au,tidak passive
590,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
591,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
592,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
593,فَتَقْ,fataqo,,,|aao|,ftq,null,null,null,au,passive
594,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
595,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
596,يُنصَرُونَ,yunSaruwna,,ونَ,|uSr|wna,yna,null,null,null,au,passive
597,تَبْهَتُ,tabohatu,,تُ,|aoa|tu,tbh,null,null,null,au,passive
598,يُنذَرُونَ,yun*aruwna,,ونَ,|u*r|wna,yna,null,null,null,au,passive
599,تُظْلَمُ,tuZolamu,,,|uoa|,tZl,null,null,null,au,passive
600,رَجَعُ,rajaEu,,,|aau|,rjE,null,null,null,au,passive
601,ٱنصُرُ,{nSuru,,,|nuu|,{Sr,null,null,null,au,tidak passive
602,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
603,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
604,نَصَرْ,naSaro,,,|aao|,nSr,null,null,null,au,passive
605,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
606,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
607,ٱحْكُم,{Hokum,,,|Hkm|,{ou,null,null,null,au,tidak passive
608,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
609,يَنصُرَ,yanSura,يَ,,ya|null|,null,null,null,null,au,tidak passive
610,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
611,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
