No,Arab,Buckwalter,Awalan,Akhiran,Pola,Root,Wazan,Dhomir,Fiil,Pola Wazan,Keterangan
300,ٱسْكُنُوا@,{sokunuwA@,,وا@,|skn|wA@,{ou,null,null,null,au,tidak passive
301,ٱدْخُلُوا@,{doxuluwA@,,وا@,|dxl|wA@,{ou,null,null,null,au,tidak passive
302,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
303,شَهِدْ,$ahido,,,|aio|,$hd,null,null,null,au,passive
304,رَفَعْ,rafaEo,,,|aao|,rfE,null,null,null,au,passive
305,ٱقْصُصِ,{qoSuSi,,,|qSS|,{ou,null,null,null,au,tidak passive
306,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
307,يَسْكُنَ,yasokuna,,نَ,|aou|na,ysk,null,null,null,au,passive
308,يُخْلَقُونَ,yuxolaquwna,,ونَ,|uoa|wna,yxl,null,null,null,au,passive
309,ٱذْكُر,{*okur,,,|*kr|,{ou,null,null,null,au,tidak passive
310,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
311,ٱضْرِبُوا@,{DoribuwA@,,وا@,|Drb|wA@,{oi,null,null,null,au,tidak passive
312,ٱضْرِبُوا@,{DoribuwA@,,وا@,|Drb|wA@,{oi,null,null,null,au,tidak passive
313,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
314,تُحْشَرُونَ,tuHo$aruwna,,ونَ,|uoa|wna,tH$,null,null,null,au,passive
315,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
316,ٱذْكُرُ,{*okuru,,,|*kr|,{ou,null,null,null,au,tidak passive
317,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
318,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
319,يُغْلَبُونَ,yugolabuwna,,ونَ,|uoa|wna,ygl,null,null,null,au,passive
320,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
321,يُحْشَرُونَ,yuHo$aruwna,,ونَ,|uoa|wna,yH$,null,null,null,au,passive
322,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
323,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
324,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
325,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
326,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
327,غَنِمْ,ganimo,,,|aio|,gnm,null,null,null,au,passive
328,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
329,تَذْهَبَ,ta*ohaba,تَ,,ta|oaa|,*hb,null,null,null,au,passive
330,ٱصْبِرُ,{Sobiru,,,|Sbr|,{oi,null,null,null,au,tidak passive
331,تَثْقَفَ,tavoqafa,تَ,,ta|oaa|,vqf,null,null,null,au,passive
332,ٱن[بِذْ,{n[bi*o,,,|nb*|,{[i,null,null,null,au,tidak passive
333,سَبَقُ,sabaqu,,,|aau|,sbq,null,null,null,au,passive
334,تُظْلَمُونَ,tuZolamuwna,,ونَ,|uoa|wna,tZl,null,null,null,au,passive
335,ٱجْنَحْ,{jonaHo,,,|jnH|,{oa,null,null,null,au,tidak passive
336,يَعْلَمِ,yaEolami,يَ,,ya|oai|,Elm,null,null,null,au,passive
337,نَصَرُ,naSaru,,,|aau|,nSr,null,null,null,au,passive
338,نَصَرُ,naSaru,,,|aau|,nSr,null,null,null,au,passive
339,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
340,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
341,ٱقْتُلُوا@,{qotuluwA@,,وا@,|qtl|wA@,{ou,null,null,null,au,tidak passive
342,ٱقْعُدُوا@,{qoEuduwA@,,وا@,|qEd|wA@,{ou,null,null,null,au,tidak passive
343,يَنصُرْ,yanSuro,يَ,,ya|null|,null,null,null,null,au,tidak passive
344,تُتْرَكُوا@,tutorakuwA@,,وا@,|uoa|wA@,ttr,null,null,null,au,passive
345,يَعْلَمِ,yaEolami,يَ,,ya|oai|,Elm,null,null,null,au,passive
346,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
347,ٱنفِرُوا@,{nfiruwA@,,وا@,|niu|wA@,{fr,null,null,null,au,tidak passive
348,تَنفِرُوا@,tanfiruwA@,تَ,وا@,ta|null|wA@,null,null,null,null,au,tidak passive
349,تَنصُرُ,tanSuru,تَ,,ta|null|,null,null,null,null,au,tidak passive
350,ٱنفِرُوا@,{nfiruwA@,,وا@,|niu|wA@,{fr,null,null,null,au,tidak passive
351,تَعْلَمَ,taEolama,تَ,,ta|oaa|,Elm,null,null,null,au,passive
352,ٱقْعُدُوا@,{qoEuduwA@,,وا@,|qEd|wA@,{ou,null,null,null,au,tidak passive
353,تَفْتِ,tafoti,,,|aoi|,tft,null,null,null,au,passive
354,تَزْهَقَ,tazohaqa,تَ,,ta|oaa|,zhq,null,null,null,au,passive
355,كَفَرْ,kafaro,,,|aao|,kfr,null,null,null,au,passive
356,نَقَمُ,naqamu,,,|aau|,nqm,null,null,null,au,passive
357,كَرِهُ,karihu,,,|aiu|,krh,null,null,null,au,passive
358,تَنفِرُوا@,tanfiruwA@,تَ,وا@,ta|null|wA@,null,null,null,null,au,tidak passive
359,ٱقْعُدُوا@,{qoEuduwA@,,وا@,|qEd|wA@,{ou,null,null,null,au,tidak passive
360,تَزْهَقَ,tazohaqa,تَ,,ta|oaa|,zhq,null,null,null,au,passive
361,نَصَحُوا@,naSaHuwA@,نَ,وا@,na|null|wA@,null,null,null,null,au,tidak passive
362,تَحْمِلَ,taHomila,تَ,,ta|oia|,Hml,null,null,null,au,passive
363,ٱعْمَلُوا@,{EomaluwA@,,وا@,|Eml|wA@,{oa,null,null,null,au,tidak passive
364,يُقْتَلُونَ,yuqotaluwna,,ونَ,|uoa|wna,yqt,null,null,null,au,passive
365,يَنفِرُوا@,yanfiruwA@,يَ,وا@,ya|null|wA@,null,null,null,null,au,tidak passive
366,رَجَعُ,rajaEu,,,|aau|,rjE,null,null,null,au,passive
367,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
368,يُفْتَنُونَ,yufotanuwna,,ونَ,|uoa|wna,yft,null,null,null,au,passive
369,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
370,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
371,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
372,تُصْرَفُونَ,tuSorafuwna,,ونَ,|uoa|wna,tSr,null,null,null,au,passive
373,فَسَقُ,fasaqu,,,|aau|,fsq,null,null,null,au,passive
374,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
375,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
376,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
377,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
378,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
379,يَفْتِنَ,yafotina,,نَ,|aoi|na,yft,null,null,null,au,passive
380,تَجْعَلْنَا,tajoEalonaA,تَ,نَا,ta|oao|naA,jEl,null,null,null,au,passive
381,ٱجْعَلُوا@,{joEaluwA@,,وا@,|jEl|wA@,{oa,null,null,null,au,tidak passive
382,ٱشْدُدْ,{$odudo,,,|$dd|,{ou,null,null,null,au,tidak passive
383,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
384,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
385,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
386,نَزَعْ,nazaEo,,,|aao|,nzE,null,null,null,au,passive
387,ٱعْلَمُ,{Eolamu,,,|Elm|,{oa,null,null,null,au,tidak passive
388,يُعْرَضُونَ,yuEoraDuwna,,ونَ,|uoa|wna,yEr,null,null,null,au,passive
389,خَسِرُ,xasiru,,,|aiu|,xsr,null,null,null,au,passive
390,أَنصَحَ,>anSaHa,أَ,,>a|null|,null,null,null,null,au,tidak passive
391,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
392,ٱصْنَعِ,{SonaEi,,,|SnE|,{oa,null,null,null,au,tidak passive
393,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
394,ٱحْمِلْ,{Homilo,,,|Hml|,{oi,null,null,null,au,tidak passive
395,ٱرْكَبُوا@,{rokabuwA@,,وا@,|rkb|wA@,{oa,null,null,null,au,tidak passive
396,ٱرْكَب,{rokab,,,|rkb|,{oa,null,null,null,au,tidak passive
397,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
398,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
399,ٱشْهَدُ,{$ohadu,,,|$hd|,{oa,null,null,null,au,tidak passive
400,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
401,عَقَرُ,Eaqaru,,,|aau|,Eqr,null,null,null,au,passive
402,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
403,رَجَمْ,rajamo,,,|aao|,rjm,null,null,null,au,passive
404,ٱعْمَلُوا@,{EomaluwA@,,وا@,|Eml|wA@,{oa,null,null,null,au,tidak passive
405,ظَلَمْ,Zalamo,,,|aao|,Zlm,null,null,null,au,passive
406,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
407,تُنصَرُونَ,tunSaruwna,,ونَ,|uSr|wna,tna,null,null,null,au,passive
408,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
409,ٱعْمَلُوا@,{EomaluwA@,,وا@,|Eml|wA@,{oa,null,null,null,au,tidak passive
410,ٱعْبُدْ,{Eobudo,,,|Ebd|,{ou,null,null,null,au,tidak passive
411,ٱقْتُلُوا@,{qotuluwA@,,وا@,|qtl|wA@,{ou,null,null,null,au,tidak passive
412,تَرَكْنَا,tarakonaA,تَ,نَا,ta|null|naA,null,null,null,null,au,tidak passive
413,يَنفَعَ,yanfaEa,يَ,,ya|null|,null,null,null,null,au,tidak passive
414,نَصْرِفَ,naSorifa,نَ,,na|oia|,Srf,null,null,null,au,passive
415,ٱخْرُجْ,{xorujo,,,|xrj|,{ou,null,null,null,au,tidak passive
416,تُرْزَقَانِ,turozaqaAni,,انِ,|uoa|Ani,trz,null,null,null,au,passive
417,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
418,ٱرْجِعْ,{rojiEo,,,|rjE|,{oi,null,null,null,au,tidak passive
419,ٱجْعَلْ,{joEalo,,,|jEl|,{oa,null,null,null,au,tidak passive
420,ٱجْعَلُوا@,{joEaluwA@,,وا@,|jEl|wA@,{oa,null,null,null,au,tidak passive
421,رَجَعُ,rajaEu,,,|aau|,rjE,null,null,null,au,passive
422,ٱدْخُلُوا@,{doxuluwA@,,وا@,|dxl|wA@,{ou,null,null,null,au,tidak passive
423,عَلِمْ,Ealimo,,,|aio|,Elm,null,null,null,au,passive
424,ٱرْجِعُ,{rojiEu,,,|rjE|,{oi,null,null,null,au,tidak passive
425,شَهِدْ,$ahido,,,|aio|,$hd,null,null,null,au,passive
426,ٱذْهَبُوا@,{*ohabuwA@,,وا@,|*hb|wA@,{oa,null,null,null,au,tidak passive
427,عَلِمْ,Ealimo,,,|aio|,Elm,null,null,null,au,passive
428,فَعَلْ,faEalo,,,|aao|,fEl,null,null,null,au,passive
429,ٱذْهَبُوا@,{*ohabuwA@,,وا@,|*hb|wA@,{oa,null,null,null,au,tidak passive
430,فَصَلَتِ,faSalati,,تِ,|aaa|ti,fSl,null,null,null,au,passive
431,ٱدْخُلُوا@,{doxuluwA@,,وا@,|dxl|wA@,{ou,null,null,null,au,tidak passive
432,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
433,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
434,أَعْبُدَ,>aEobuda,أَ,,>a|oua|,Ebd,null,null,null,au,passive
435,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
436,نَصْبِرَ,naSobira,نَ,,na|oia|,Sbr,null,null,null,au,passive
437,جَزِعْ,jaziEo,,,|aio|,jzE,null,null,null,au,passive
438,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
439,ٱجْعَلْ,{joEalo,,,|jEl|,{oa,null,null,null,au,tidak passive
440,ٱجْعَلْ,{joEalo,,,|jEl|,{oa,null,null,null,au,tidak passive
441,ٱرْزُقْ,{rozuqo,,,|rzq|,{ou,null,null,null,au,tidak passive
442,ٱجْعَلْ,{joEalo,,,|jEl|,{oa,null,null,null,au,tidak passive
443,ٱغْفِرْ,{gofiro,,,|gfr|,{oi,null,null,null,au,tidak passive
444,تَحْسَبَ,taHosaba,تَ,,ta|oaa|,Hsb,null,null,null,au,passive
445,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
446,تَحْسَبَ,taHosaba,تَ,,ta|oaa|,Hsb,null,null,null,au,passive
447,حَفِظْ,HafiZo,,,|aio|,HfZ,null,null,null,au,passive
448,مَدَدْ,madado,,,|aao|,mdd,null,null,null,au,passive
449,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
450,أَسْجُدَ,>asojuda,أَ,,>a|oua|,sjd,null,null,null,au,passive
451,ٱخْرُجْ,{xorujo,,,|xrj|,{ou,null,null,null,au,tidak passive
452,يُبْعَثُونَ,yuboEavuwna,,ونَ,|uoa|wna,ybE,null,null,null,au,passive
453,ٱدْخُلُ,{doxulu,,,|dxl|,{ou,null,null,null,au,tidak passive
454,ٱعْبُدْ,{Eobudo,,,|Ebd|,{ou,null,null,null,au,tidak passive
455,يُخْلَقُونَ,yuxolaquwna,,ونَ,|uoa|wna,yxl,null,null,null,au,passive
456,يُبْعَثُونَ,yuboEavuwna,,ونَ,|uoa|wna,ybE,null,null,null,au,passive
457,ٱدْخُلُ,{doxulu,,,|dxl|,{ou,null,null,null,au,tidak passive
458,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
459,ٱدْخُلُوا@,{doxuluwA@,,وا@,|dxl|wA@,{ou,null,null,null,au,tidak passive
460,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
461,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
462,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
463,ٱسْلُكِ,{soluki,,,|slk|,{ou,null,null,null,au,tidak passive
464,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
465,صَبَرُ,Sabaru,,,|aau|,Sbr,null,null,null,au,passive
466,صَبَرُ,Sabaru,,,|aau|,Sbr,null,null,null,au,passive
467,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
468,ٱشْكُرُوا@,{$okuruwA@,,وا@,|$kr|wA@,{ou,null,null,null,au,tidak passive
469,ظَلَمْ,Zalamo,,,|aao|,Zlm,null,null,null,au,passive
470,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
471,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
472,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
473,دَخَلُ,daxalu,,,|aau|,dxl,null,null,null,au,passive
474,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
475,نَبْعَثَ,naboEava,نَ,,na|oaa|,bEv,null,null,null,au,passive
476,تَقْعُدَ,taqoEuda,تَ,,ta|oua|,qEd,null,null,null,au,passive
477,تَقْعُدَ,taqoEuda,تَ,,ta|oua|,qEd,null,null,null,au,passive
478,تَخْرِقَ,taxoriqa,تَ,,ta|oia|,xrq,null,null,null,au,passive
479,تَبْلُغَ,taboluga,تَ,,ta|oua|,blg,null,null,null,au,passive
480,زَعَمْ,zaEamo,,,|aao|,zEm,null,null,null,au,passive
481,ٱسْجُدُوا@,{sojuduwA@,,وا@,|sjd|wA@,{ou,null,null,null,au,tidak passive
482,سَجَدُ,sajadu,,,|aau|,sjd,null,null,null,au,passive
483,ٱذْهَبْ,{*ohabo,,,|*hb|,{oa,null,null,null,au,tidak passive
484,حَمَلْ,Hamalo,,,|aao|,Hml,null,null,null,au,passive
485,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
486,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
487,ٱجْعَل,{joEal,,,|jEl|,{oa,null,null,null,au,tidak passive
488,نَذْهَبَ,na*ohaba,نَ,,na|oaa|,*hb,null,null,null,au,passive
489,ٱسْكُنُوا@,{sokunuwA@,,وا@,|skn|wA@,{ou,null,null,null,au,tidak passive
490,فَرَقْ,faraqo,,,|aao|,frq,null,null,null,au,passive
491,يَجْعَل,yajoEal,يَ,,ya|null|,null,null,null,null,au,tidak passive
492,بَعَثْ,baEavo,,,|aao|,bEv,null,null,null,au,passive
493,نَعْلَمَ,naEolama,نَ,,na|oaa|,Elm,null,null,null,au,passive
494,لَبِثُ,labivu,,,|aiu|,lbv,null,null,null,au,passive
495,بَعَثْ,baEavo,,,|aao|,bEv,null,null,null,au,passive
496,ٱبْعَثُ,{boEavu,,,|bEv|,{oa,null,null,null,au,tidak passive
497,ٱذْكُر,{*okur,,,|*kr|,{ou,null,null,null,au,tidak passive
498,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
499,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
500,ٱضْرِبْ,{Doribo,,,|Drb|,{oi,null,null,null,au,tidak passive
501,حَفَفْ,Hafafo,,,|aao|,Hff,null,null,null,au,passive
502,تَظْلِم,taZolim,تَ,,ta|null|,null,null,null,null,au,tidak passive
503,ٱضْرِبْ,{Doribo,,,|Drb|,{oi,null,null,null,au,tidak passive
504,حَشَرْ,Ha$aro,,,|aao|,H$r,null,null,null,au,passive
505,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
506,ٱسْجُدُوا@,{sojuduwA@,,وا@,|sjd|wA@,{ou,null,null,null,au,tidak passive
507,سَجَدُ,sajadu,,,|aau|,sjd,null,null,null,au,passive
508,أَبْلُغَ,>aboluga,أَ,,>a|oua|,blg,null,null,null,au,passive
509,أَذْكُرَ,>a*okura,أَ,,>a|oua|,*kr,null,null,null,au,passive
510,نَجْعَل,najoEal,نَ,,na|null|,null,null,null,null,au,tidak passive
511,تَجْعَلَ,tajoEala,تَ,,ta|oaa|,jEl,null,null,null,au,passive
512,أَجْعَلْ,>ajoEalo,أَ,,>a|oao|,jEl,null,null,null,au,passive
513,ٱنفُخُوا@,{nfuxuwA@,,وا@,|nuu|wA@,{fx,null,null,null,au,tidak passive
514,تَرَكْنَا,tarakonaA,تَ,نَا,ta|null|naA,null,null,null,null,au,tidak passive
515,جَمَعْ,jamaEo,,,|aao|,jmE,null,null,null,au,passive
516,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
517,تَنفَدَ,tanfada,تَ,,ta|null|,null,null,null,null,au,tidak passive
518,ٱجْعَلْ,{joEalo,,,|jEl|,{oa,null,null,null,au,tidak passive
519,نَجْعَل,najoEal,نَ,,na|null|,null,null,null,null,au,tidak passive
520,ٱجْعَل,{joEal,,,|jEl|,{oa,null,null,null,au,tidak passive
521,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
522,نَجْعَلَ,najoEala,نَ,,na|oaa|,jEl,null,null,null,au,passive
523,ٱشْرَبِ,{$orabi,,,|$rb|,{oa,null,null,null,au,tidak passive
524,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
525,يُرْجَعُونَ,yurojaEuwna,,ونَ,|uoa|wna,yrj,null,null,null,au,passive
526,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
527,تَعْبُدِ,taEobudi,تَ,,ta|oui|,Ebd,null,null,null,au,passive
528,أَرْجُمَ,>arojuma,أَ,,>a|oua|,rjm,null,null,null,au,passive
529,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
530,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
531,ٱذْكُرْ,{*okuro,,,|*kr|,{ou,null,null,null,au,tidak passive
532,رَفَعْ,rafaEo,,,|aao|,rfE,null,null,null,au,passive
533,يُظْلَمُونَ,yuZolamuwna,,ونَ,|uoa|wna,yZl,null,null,null,au,passive
534,ٱعْبُدْ,{Eobudo,,,|Ebd|,{ou,null,null,null,au,tidak passive
535,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
536,نَحْشُرَ,naHo$ura,نَ,,na|oua|,H$r,null,null,null,au,passive
537,نَنزِعَ,nanziEa,نَ,,na|null|,null,null,null,null,au,tidak passive
538,ٱمْكُثُ,{mokuvu,,,|mkv|,{ou,null,null,null,au,tidak passive
539,ٱعْبُدْ,{Eobudo,,,|Ebd|,{ou,null,null,null,au,tidak passive
540,ٱذْهَبْ,{*ohabo,,,|*hb|,{oa,null,null,null,au,tidak passive
541,ٱشْرَحْ,{$oraHo,,,|$rH|,{oa,null,null,null,au,tidak passive
542,ٱحْلُلْ,{Holulo,,,|Hll|,{ou,null,null,null,au,tidak passive
543,ٱجْعَل,{joEal,,,|jEl|,{oa,null,null,null,au,tidak passive
544,ٱشْدُدْ,{$odudo,,,|$dd|,{ou,null,null,null,au,tidak passive
545,نَذْكُرَ,na*okura,نَ,,na|oua|,*kr,null,null,null,au,passive
546,ٱقْذِفِ,{qo*ifi,,,|q*f|,{oi,null,null,null,au,tidak passive
547,ٱقْذِفِ,{qo*ifi,,,|q*f|,{oi,null,null,null,au,tidak passive
548,رَجَعْ,rajaEo,,,|aao|,rjE,null,null,null,au,passive
549,ٱذْهَبْ,{*ohabo,,,|*hb|,{oa,null,null,null,au,tidak passive
550,ٱذْهَبَ,{*ohaba,,,|*hb|,{oa,null,null,null,au,tidak passive
551,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
552,ٱجْعَلْ,{joEalo,,,|jEl|,{oa,null,null,null,au,tidak passive
553,صَنَعُ,SanaEu,,,|aau|,SnE,null,null,null,au,passive
554,فَطَرَنَا,faTaranaA,,نَا,|aaa|naA,fTr,null,null,null,au,passive
555,ٱضْرِبْ,{Doribo,,,|Drb|,{oi,null,null,null,au,tidak passive
556,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
557,قَذَفْ,qa*afo,,,|aao|,q*f,null,null,null,au,passive
558,ٱذْهَبْ,{*ohabo,,,|*hb|,{oa,null,null,null,au,tidak passive
559,تَنفَعُ,tanfaEu,تَ,,ta|null|,null,null,null,null,au,tidak passive
560,عَهِدْ,Eahido,,,|aio|,Ehd,null,null,null,au,passive
561,ٱسْجُدُوا@,{sojuduwA@,,وا@,|sjd|wA@,{ou,null,null,null,au,tidak passive
562,سَجَدُ,sajadu,,,|aau|,sjd,null,null,null,au,passive
563,ٱصْبِرْ,{Sobiro,,,|Sbr|,{oi,null,null,null,au,tidak passive
564,نَفْتِنَ,nafotina,,نَ,|null|na,null,null,null,null,au,tidak passive
565,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
566,صَدَقْ,Sadaqo,,,|aao|,Sdq,null,null,null,au,passive
567,ٱرْجِعُ,{rojiEu,,,|rjE|,{oi,null,null,null,au,tidak passive
568,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
569,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
570,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
571,فَتَقْ,fataqo,,,|aao|,ftq,null,null,null,au,passive
572,تُرْجَعُونَ,turojaEuwna,,ونَ,|uoa|wna,trj,null,null,null,au,passive
573,كَفَرُ,kafaru,,,|aau|,kfr,null,null,null,au,passive
574,يُنصَرُونَ,yunSaruwna,,ونَ,|uSr|wna,yna,null,null,null,au,passive
575,تَبْهَتُ,tabohatu,,تُ,|aoa|tu,tbh,null,null,null,au,passive
576,يُنذَرُونَ,yun*aruwna,,ونَ,|u*r|wna,yna,null,null,null,au,passive
577,رَجَعُ,rajaEu,,,|aau|,rjE,null,null,null,au,passive
578,ٱنصُرُ,{nSuru,,,|nuu|,{Sr,null,null,null,au,tidak passive
579,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
580,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
581,نَصَرْ,naSaro,,,|aao|,nSr,null,null,null,au,passive
582,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
583,ٱعْبُدُ,{Eobudu,,,|Ebd|,{ou,null,null,null,au,tidak passive
584,ٱحْكُم,{Hokum,,,|Hkm|,{ou,null,null,null,au,tidak passive
585,خَلَقْ,xalaqo,,,|aao|,xlq,null,null,null,au,passive
586,يَنصُرَ,yanSura,يَ,,ya|null|,null,null,null,null,au,tidak passive
587,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
588,رَزَقْ,razaqo,,,|aao|,rzq,null,null,null,au,passive
589,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
590,ٱذْكُرُوا@,{*okuruwA@,,وا@,|*kr|wA@,{ou,null,null,null,au,tidak passive
591,يَنصُرَ,yanSura,يَ,,ya|null|,null,null,null,null,au,tidak passive
592,يَنصُرَ,yanSura,يَ,,ya|null|,null,null,null,null,au,tidak passive
593,ٱسْجُدُوا@,{sojuduwA@,,وا@,|sjd|wA@,{ou,null,null,null,au,tidak passive
594,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
595,ٱفْعَلُوا@,{foEaluwA@,,وا@,|fEl|wA@,{oa,null,null,null,au,tidak passive
596,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
597,نِعْمَ,niEoma,,,|ioa|,nEm,null,null,null,au,passive
598,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
599,تُبْعَثُونَ,tuboEavuwna,,ونَ,|uoa|wna,tbE,null,null,null,au,passive
600,تُحْمَلُونَ,tuHomaluwna,,ونَ,|uoa|wna,tHm,null,null,null,au,passive
601,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
602,ٱنصُرْ,{nSuro,,,|nuo|,{Sr,null,null,null,au,tidak passive
603,ٱصْنَعِ,{SonaEi,,,|SnE|,{oa,null,null,null,au,tidak passive
604,ٱسْلُكْ,{soluko,,,|slk|,{ou,null,null,null,au,tidak passive
605,ظَلَمُ,Zalamu,,,|aau|,Zlm,null,null,null,au,passive
606,ٱعْبُدُوا@,{EobuduwA@,,وا@,|Ebd|wA@,{ou,null,null,null,au,tidak passive
607,ٱنصُرْ,{nSuro,,,|nuo|,{Sr,null,null,null,au,tidak passive
608,جَعَلْ,jaEalo,,,|aao|,jEl,null,null,null,au,passive
